Customer ID,Name,Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property ID,Property Age,Property Type,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD)
C-12607,Sidney Toller,M,43,2223.085,1.0,Working,Sales staff,Semi-Urban,27868.02,215.19,N,N,2.0,620.79,0,Semi-Urban,156,2223.81,1,Semi-Urban,1,49088.98,0.0
C-3369,Sade Wetzler,F,64,3348.03,1.0,Commercial associate,Managers,Rural,25849.09,138.06,N,Y,3.0,709.49,0,Urban,500,3348.03,4,Urban,1,32998.86,18094.36
C-14576,Gerri Freund,M,40,2021.75,1.0,Working,Medicine staff,Urban,36294.77,205.0,N,N,1.0,698.25,0,Urban,615,2021.75,4,Urban,1,64860.26,25406.34
C-30693,Perry Vidrio,M,18,3136.81,1.0,Commercial associate,Low-skill Laborers,Semi-Urban,100990.4,841.52,N,N,2.0,688.47,0,Rural,895,3136.81,1,Rural,1,183703.74,65643.76
C-32598,Donya Godin,F,55,3698.25,1.0,Commercial associate,Laborers,Semi-Urban,49607.22,194.92,N,Y,3.0,714.22,0,Semi-Urban,424,3698.25,1,Semi-Urban,1,76861.49,32244.69
C-35845,Wan Stutts,F,59,2350.57,1.0,Working,Accountants,Rural,155415.53,609.91,N,Y,3.0,837.48,0,Urban,950,2350.57,2,Urban,1,221160.69,108790.87
C-44055,Lesia Esser,F,62,3301.15,1.0,Working,Managers,Semi-Urban,24914.25,186.92,Y,Y,2.0,684.0,0,Semi-Urban,306,3301.15,1,Semi-Urban,0,44721.76,0.0
C-24169,Emanuel Sisler,M,31,2481.37,1.0,Commercial associate,High skill tech staff,Semi-Urban,104912.22,408.34,N,Y,2.0,823.43,0,Urban,499,2481.37,4,Urban,1,187588.62,83929.78
C-2220,Elden Resch,F,41,2319.59,1.0,Commercial associate,Managers,Rural,154689.77,406.76,N,Y,2.0,782.55,0,Urban,226,2319.59,2,Urban,1,196381.76,-999.0
C-42416,Candy Byham,F,44,2038.46,1.0,Working,Drivers,Semi-Urban,32246.88,359.75,Y,Y,2.0,653.3,0,Rural,758,2038.46,1,Rural,1,36700.01,0.0
C-29813,Hai Strother,M,52,3652.54,1.0,Working,Managers,Semi-Urban,60290.94,394.76,N,N,2.0,798.1,0,Rural,379,3652.54,1,Rural,1,90879.54,42203.66
C-4327,Neoma Sisler,M,38,2851.65,1.0,Working,Accountants,Semi-Urban,71229.02,286.93,N,N,2.253141046651371,739.8891493203059,0,Rural,457,2851.65,2,Rural,1,105789.0,53421.76
C-21705,Deborah Koss,M,45,3140.7,1.0,Working,Managers,Semi-Urban,44784.94,479.22,N,Y,1.0,724.44,0,Urban,765,3140.7,3,Urban,1,57788.41,29110.21
C-19276,Kristeen Larry,M,38,2223.085,1.0,Commercial associate,Sales staff,Semi-Urban,112213.71,556.61,N,Y,2.253141046651371,814.53,0,Semi-Urban,294,2223.81,1,Semi-Urban,1,149678.71,84160.28
C-17167,Silvana Funk,F,18,2223.085,1.0,Commercial associate,Laborers,Semi-Urban,19207.76,66.6,N,Y,1.0,855.08,0,Semi-Urban,237,2223.81,2,Semi-Urban,1,29691.19,14405.82
C-1328,Nicki Fee,F,43,2223.085,1.0,Working,Laborers,Semi-Urban,44856.91,500.13,N,N,1.0,651.73,0,Rural,243,2223.81,4,Rural,1,65079.69,29156.99
C-32090,Riley Chattin,F,25,1395.23,1.0,Working,Laborers,Rural,38784.96,312.04,Y,Y,1.0,687.54,0,Rural,127,1395.23,2,Rural,1,70402.77,27149.47
C-17817,Nelly Manrique,F,31,2022.57,1.0,Working,Laborers,Semi-Urban,66151.15,398.62,Y,N,1.0,619.18,0,Urban,601,2022.57,3,Urban,1,98420.33,0.0
C-24067,Yang Byham,M,40,2256.9,1.0,Working,Sales staff,Semi-Urban,56374.14,275.59,N,Y,2.253141046651371,712.26,0,Semi-Urban,10,2256.9,3,Semi-Urban,1,76961.51,36643.19
C-43360,Lynn Hartson,M,64,2054.03,1.0,Working,Sales staff,Semi-Urban,35372.65,186.98,N,N,3.0,694.72,0,Rural,789,2054.03,4,Rural,0,43264.02,0.0
C-1092,Candy Lurry,M,25,2223.085,1.0,Commercial associate,Managers,Semi-Urban,122484.45,349.86,N,Y,2.0,708.3,0,Semi-Urban,579,2223.81,2,Semi-Urban,1,149461.31,85739.12
C-40168,Su Goodloe,M,18,3068.1,1.0,Commercial associate,Drivers,Rural,140088.79,403.45,N,Y,2.0,726.11,0,Semi-Urban,657,3068.1,3,Semi-Urban,1,202394.0,98062.15
C-27508,Sherie Lamantia,F,41,2223.085,1.0,Working,Laborers,Semi-Urban,7666.92,80.48,N,Y,4.0,684.14,0,Semi-Urban,739,2223.81,4,Semi-Urban,1,11041.11,4983.5
C-7920,Lucio Degraffenreid,M,19,1276.51,1.0,Working,Laborers,Semi-Urban,28108.63,129.82,N,Y,4.0,668.73,0,Rural,790,1276.51,3,Rural,1,49175.43,19676.04
C-13948,Kizzy Larose,F,18,2223.085,1.0,Commercial associate,Cooking staff,Urban,87514.92,478.17,Y,N,2.253141046651371,791.23,0,Rural,538,2223.81,3,Rural,1,101389.24,65636.19
C-15216,Beatriz Adan,M,18,3427.23,1.0,Working,Drivers,Rural,64427.05,723.68,Y,Y,3.0,684.65,0,Semi-Urban,848,3427.23,2,Semi-Urban,1,101056.16,45098.94
C-4289,Gay Bruneau,F,47,2795.43,1.0,State servant,Managers,Semi-Urban,39346.8,201.28,Y,N,4.0,783.93,0,Semi-Urban,755,2795.43,3,Semi-Urban,1,74328.89,27542.76
C-16902,Merideth Spicher,M,18,1676.6,1.0,Working,Sales staff,Rural,30368.33,175.61,N,N,3.0,691.17,0,Rural,225,1676.6,2,Rural,1,43019.87,21257.83
C-39112,Aletha Flannigan,F,64,1975.22,1.0,Working,Laborers,Semi-Urban,31672.88,280.21,Y,Y,2.0,668.17,0,Semi-Urban,886,1975.22,4,Semi-Urban,1,49795.21,22171.02
C-37955,Annelle Nocera,F,47,979.13,1.0,Working,Cleaning staff,Semi-Urban,52872.11,250.49,N,Y,2.0,683.58,0,Rural,881,979.13,3,Rural,1,75633.77,37010.48
C-9588,Verna Rippel,F,45,2223.085,1.0,Commercial associate,Laborers,Semi-Urban,72849.77,371.78,Y,N,1.0,690.53,0,Rural,48,2223.81,2,Rural,1,122846.79,47352.35
C-19131,Annelle Rodas,M,57,1367.78,1.0,Working,Security staff,Semi-Urban,62587.59,277.46,Y,Y,2.253141046651371,603.83,0,Rural,854,1367.78,2,Rural,1,74475.7,0.0
C-9206,Ilda Plante,F,18,936.62,1.0,Working,Drivers,Semi-Urban,86684.26,336.41,Y,N,3.0,714.54,0,Rural,493,936.62,3,Rural,1,106848.86,56344.77
C-32199,Anisha Miser,M,20,1607.69,1.0,Working,Laborers,Semi-Urban,41145.84,188.43,N,N,1.0,727.72,0,Rural,842,1607.69,4,Rural,1,59503.79,26744.8
C-1108,Carina Watrous,F,27,1322.23,1.0,Working,Core staff,Rural,66647.24,299.25,N,Y,2.0,777.35,0,Urban,706,1322.23,2,Urban,1,86758.51,49985.43
C-23105,Nicki Sharlow,M,48,1678.09,1.0,Working,Laborers,Semi-Urban,37662.62,426.44,N,N,2.0,727.29,0,Rural,362,1678.09,4,Rural,1,64136.75,24480.7
C-19071,Sachiko Straw,M,41,2223.085,1.0,Working,Laborers,Rural,46519.69,274.33,N,Y,2.253141046651371,715.31,0,Urban,91,2223.81,3,Urban,1,52888.64,32563.78
C-35578,Janel Dewolf,M,18,2462.42,1.0,Working,Core staff,Semi-Urban,42179.89,302.85,Y,Y,4.0,840.04,0,Urban,85,2462.42,2,Urban,1,64347.9,31634.92
C-29832,Torri Luth,M,53,2100.74,1.0,State servant,Accountants,Semi-Urban,67545.07,240.26,N,Y,2.0,800.16,0,Urban,529,2223.81,4,Urban,1,111736.29,54036.06
C-17155,Palma Shook,M,18,2223.085,1.0,State servant,Core staff,Rural,136756.06,628.37,Y,N,4.0,821.86,0,Rural,793,2223.81,1,Rural,1,251012.63,109404.85
C-49844,Opal Colella,M,18,2793.32,1.0,Working,High skill tech staff,Semi-Urban,179368.02,507.09,N,Y,1.0,627.38,0,Semi-Urban,586,2793.32,2,Semi-Urban,1,306638.93,0.0
C-25463,Bette Postma,M,18,1650.46,1.0,Commercial associate,Laborers,Semi-Urban,43949.29,142.07,Y,Y,2.0,727.78,0,Urban,775,1650.46,2,Urban,1,55699.88,30764.5
C-6575,Gina Ellenwood,M,39,1845.49,1.0,Working,Low-skill Laborers,Rural,28262.98,139.95,N,Y,3.0,669.66,0,Urban,492,1845.49,3,Urban,1,45545.62,19784.09
C-10386,Maryanna Mable,M,53,3933.38,1.0,Commercial associate,Security staff,Semi-Urban,108368.58,475.68,N,Y,2.0,746.27,0,Urban,361,3933.38,2,Urban,1,127126.27,75858.01
C-7037,Genoveva Gordillo,F,45,865.41,1.0,Working,High skill tech staff,Semi-Urban,53154.33,216.29,N,Y,3.0,783.98,0,Semi-Urban,17,865.41,3,Semi-Urban,1,92140.79,42523.46
C-36396,Evelyne Rickman,M,56,2819.71,1.0,Working,Laborers,Rural,81955.97,311.89,Y,Y,2.0,680.41,0,Urban,331,2819.71,2,Urban,1,149134.84,57369.18
C-15078,Laurette Allsup,M,18,1813.77,1.0,Working,Sales staff,Semi-Urban,71220.19,692.22,N,Y,3.0,750.06,0,Semi-Urban,407,1813.77,2,Semi-Urban,1,134313.15,35395.65675609814
C-16862,Maudie Creamer,F,41,2030.25,1.0,Working,Drivers,Semi-Urban,127074.43,380.73,Y,Y,2.0,621.71,0,Urban,824,2030.25,1,Urban,0,188227.44,0.0
C-17808,Kelsie Asbill,F,34,930.65,1.0,Working,Laborers,Semi-Urban,147198.51,431.84,Y,Y,2.0,773.41,0,Semi-Urban,260,930.65,2,Semi-Urban,1,238443.3,103038.96
C-18174,Herbert Weiler,F,56,1388.99,1.0,Working,Laborers,Semi-Urban,67783.35,529.92,N,N,3.0,701.27,0,Semi-Urban,319,1388.99,1,Semi-Urban,1,80305.66,47448.34
C-14103,Georgette Millener,F,34,2223.085,1.0,Working,Drivers,Semi-Urban,130726.73,507.81,Y,Y,3.0,610.43,0,Semi-Urban,308,2223.81,4,Semi-Urban,0,147631.87,0.0
C-48026,Xavier Cardwell,M,42,2787.65,1.0,Commercial associate,Sales staff,Semi-Urban,41759.51,475.12,Y,N,3.0,781.68,0,Urban,764,2787.65,1,Urban,0,76944.81,0.0
C-5459,Yang Arnott,F,63,2223.085,1.0,Working,Accountants,Urban,64916.81,303.65,Y,Y,4.0,820.76,0,Urban,698,2223.81,4,Urban,1,75311.08,51933.45
C-40349,Bulah Andrews,M,42,1002.43,1.0,Working,High skill tech staff,Rural,32556.81,255.85,N,N,1.0,665.88,0,Rural,128,1002.43,1,Rural,1,47694.56,22789.77
C-43789,Mayra Chamberlin,M,18,1940.62,1.0,Working,Laborers,Semi-Urban,155067.52,453.77,Y,Y,2.0,808.19,0,Rural,592,1940.62,4,Rural,1,291617.4,0.0
C-4313,Brittaney Schuman,F,58,2446.91,1.0,Commercial associate,Managers,Rural,121564.41,388.79,N,Y,1.0,811.91,0,Urban,44,2446.91,1,Urban,1,154407.37,97251.53
C-22974,Glendora Kenney,M,53,2293.9,1.0,Working,Drivers,Rural,19214.21,122.92,Y,N,3.0,589.77,0,Semi-Urban,479,2293.9,4,Semi-Urban,1,35172.64,0.0
C-26261,Kathey Sabol,M,42,2223.085,1.0,Working,Realty agents,Semi-Urban,75992.65,408.73,N,Y,1.0,656.0,0,Rural,411,2223.81,2,Rural,1,96359.35,49395.22
C-5216,Eufemia Ybarbo,F,24,1213.99,1.0,Commercial associate,Sales staff,Semi-Urban,26149.12,124.67,Y,Y,2.0,719.93,0,Semi-Urban,365,1213.99,3,Semi-Urban,1,29412.59,18304.38
C-39269,Teri Alanis,M,50,2724.84,1.0,Commercial associate,Laborers,Semi-Urban,63199.75,345.89,N,Y,4.0,630.43,0,Semi-Urban,797,2724.84,2,Semi-Urban,0,113431.59,0.0
C-20336,Patrick Garraway,F,34,2426.79,1.0,Commercial associate,Laborers,Semi-Urban,65433.69,297.68,Y,Y,2.253141046651371,757.72,0,Urban,185,2426.79,1,Urban,1,108343.99,49075.27
C-38074,Luetta Brenton,M,29,3438.9,1.0,Working,Sales staff,Semi-Urban,167375.01,608.43,N,Y,3.0,750.55,0,Urban,333,3438.9,3,Urban,1,268717.92,133900.01
C-30302,Sol Constance,F,18,2431.93,1.0,Commercial associate,Laborers,Semi-Urban,89063.15,403.23,N,Y,3.0,726.7,0,Semi-Urban,197,2431.93,3,Semi-Urban,1,167707.58,57891.05
C-32909,Jeanine Tramel,M,22,1989.4,1.0,Working,Realty agents,Rural,48613.85,232.21,N,Y,3.0,709.77,0,Semi-Urban,543,1989.4,2,Semi-Urban,1,80869.13,34029.7
C-47317,Glenda Saraiva,F,28,1311.06,1.0,Working,Laborers,Semi-Urban,50270.7,301.11,N,Y,2.0,792.07,0,Semi-Urban,754,1311.06,4,Semi-Urban,0,65886.22,0.0
C-27407,Kena Mcentire,F,58,1214.93,1.0,Working,Sales staff,Semi-Urban,24196.4,131.93,N,N,2.0,739.8891493203059,0,Urban,843,1214.93,2,Urban,1,33255.09,18147.3
C-18139,Dusty Ardoin,F,37,3411.82,1.0,Commercial associate,Accountants,Semi-Urban,127792.5,360.27,Y,Y,2.0,770.24,0,Urban,189,3411.82,3,Urban,1,204980.04,102234.0
C-35873,Trish Scroggins,F,48,2383.13,1.0,Working,Laborers,Semi-Urban,97890.25,465.94,N,Y,2.0,763.91,0,Rural,330,2383.13,1,Rural,1,107731.43,68523.18
C-1816,Sharri Scull,M,26,1363.2,1.0,Working,Laborers,Semi-Urban,110952.73,564.44,N,Y,2.253141046651371,667.3,0,Rural,496,1363.2,1,Rural,1,209353.62,72119.27
C-6899,Glenda Alverson,M,18,1931.42,1.0,Commercial associate,Accountants,Rural,23054.82,375.17,N,N,3.0,739.8891493203059,0,Urban,200,1931.42,1,Urban,1,32068.05,16138.37
C-39101,Karri Sarmiento,M,61,1988.59,1.0,Working,Laborers,Rural,47055.94,230.84,Y,N,4.0,737.59,0,Rural,267,1988.59,2,Rural,1,66492.43,32939.16
C-21189,Dean Delp,M,37,2223.085,1.0,Working,Sales staff,Semi-Urban,43515.79,209.42,Y,Y,2.253141046651371,724.6,0,Semi-Urban,386,2223.81,3,Semi-Urban,1,64389.7,28285.26
C-18202,Solomon Reynosa,F,61,3380.68,1.0,Commercial associate,Laborers,Semi-Urban,204714.63,527.71,N,Y,3.0,815.51,0,Rural,746,3380.68,4,Rural,1,253568.79,153535.97
C-22555,Marilynn Simmers,M,18,2413.69,1.0,State servant,Laborers,Semi-Urban,11684.43,113.71,N,N,2.0,739.8891493203059,0,Rural,534,2413.69,2,Rural,1,21724.26,8179.1
C-9935,Dinorah Luther,F,49,2223.085,1.0,Working,Core staff,Semi-Urban,37786.14,487.22,N,Y,3.0,691.78,0,Urban,721,2223.81,2,Urban,1,44742.85,24560.99
C-10733,Alanna Cocco,F,18,3518.28,1.0,Working,Realty agents,Semi-Urban,18584.79,94.3,N,N,1.0,780.95,0,Urban,41,3518.28,4,Urban,1,26713.92,14867.83
C-24645,Tyesha Hamlin,F,21,2464.81,1.0,Working,Laborers,Rural,35945.85,377.15,N,N,2.0,803.59,0,Urban,632,2464.81,3,Urban,1,52916.33,25162.09
C-45030,Jeanine Nipper,M,58,2551.06,1.0,Working,Laborers,Semi-Urban,127627.34,365.74,N,Y,2.0,727.69,0,Semi-Urban,294,2551.06,1,Semi-Urban,1,228791.69,0.0
C-16811,Selena Siers,F,18,3239.38,1.0,Commercial associate,Sales staff,Semi-Urban,52116.14,320.02,N,Y,4.0,712.78,0,Rural,26,3239.38,2,Rural,1,90188.79,36481.3
C-27146,Carmelo Tipping,M,49,1551.92,1.0,Working,Laborers,Rural,54905.99,287.87,N,N,3.0,693.26,0,Semi-Urban,510,1551.92,3,Semi-Urban,1,63141.76,38434.19
C-40068,Manual Shoultz,F,19,3440.7,1.0,Commercial associate,Managers,Semi-Urban,157399.46,490.7,N,Y,1.0,808.48,0,Urban,62,3440.7,2,Urban,1,295754.04,125919.57
C-11474,Armida Collado,F,53,2803.71,1.0,Working,Drivers,Semi-Urban,40795.48,468.03,Y,Y,1.0,603.91,0,Semi-Urban,420,2803.71,1,Semi-Urban,1,57889.2,0.0
C-23659,Francis Raminez,F,58,1015.06,1.0,State servant,High skill tech staff,Semi-Urban,70395.14,415.83,N,N,2.253141046651371,620.76,0,Urban,670,1015.06,3,Urban,0,120772.34,0.0
C-29603,Enid Blanck,M,18,2348.9,1.0,Working,Laborers,Semi-Urban,201283.92,778.87,N,Y,2.0,816.98,0,Rural,159,2348.9,3,Rural,1,284618.89,150962.94
C-4175,Suzanna Keo,F,52,3323.58,1.0,State servant,Core staff,Urban,159843.56,447.14,N,Y,2.0,847.98,0,Semi-Urban,290,3323.58,2,Semi-Urban,1,287005.75,127874.85
C-44329,Dorotha Rosecrans,M,44,2117.04,1.0,State servant,Medicine staff,Semi-Urban,97261.42,419.57,N,N,1.0,765.52,0,Semi-Urban,510,2117.04,3,Semi-Urban,1,129472.26,0.0
C-31825,Janel Creighton,M,18,3010.34,1.0,Commercial associate,Sales staff,Semi-Urban,35121.21,281.17,N,Y,3.0,678.22,0,Urban,724,3010.34,3,Urban,1,46165.92,24584.85
C-14109,Lesley Britto,M,47,2061.24,1.0,Working,Cooking staff,Semi-Urban,69833.51,377.66,N,Y,1.0,739.8891493203059,0,Urban,192,2061.24,1,Urban,1,114733.55,-999.0
C-27861,Zoraida Tallmadge,M,18,2069.1,1.0,Working,Sales staff,Semi-Urban,142390.19,440.99,N,Y,2.253141046651371,831.58,0,Semi-Urban,197,2069.1,3,Semi-Urban,1,227949.6,99673.13
C-34121,Sanford Wetherell,F,21,1964.58,1.0,Working,Core staff,Semi-Urban,40023.59,366.11,N,N,4.0,766.55,0,Semi-Urban,920,1964.58,2,Semi-Urban,1,63380.21,32018.87
C-18981,Aletha Gleaton,F,59,1739.73,1.0,Working,Managers,Rural,91551.32,500.21,N,N,2.0,675.74,0,Semi-Urban,178,1739.73,1,Semi-Urban,1,150161.02,64085.92
C-31409,Raina Lawry,F,38,1976.52,1.0,Commercial associate,Sales staff,Semi-Urban,39767.17,161.42,N,N,1.0,799.67,0,Rural,444,1976.52,1,Rural,1,73504.68,29825.38
C-20967,Ghislaine Stepney,F,36,2223.085,1.0,Working,Laborers,Semi-Urban,13763.99,72.6,Y,Y,2.0,806.5,0,Semi-Urban,41,2223.81,4,Semi-Urban,1,17673.2,11011.19
C-12474,Stella Whittier,F,58,2432.93,1.0,Working,Core staff,Semi-Urban,38194.86,186.24,N,Y,2.253141046651371,685.84,0,Semi-Urban,891,2432.93,3,Semi-Urban,1,57125.99,24826.66
C-28714,Meghan Klopp,F,63,1723.05,1.0,Working,Laborers,Semi-Urban,61655.86,395.12,N,Y,4.0,623.57,0,Urban,212,1723.05,2,Urban,1,78081.01,0.0
C-31806,Dian Piekarski,M,63,2614.83,1.0,Commercial associate,Cleaning staff,Urban,49002.51,503.29,N,Y,2.0,834.56,0,Rural,442,2614.83,2,Rural,1,65478.26,39202.01
C-28121,Jacquelyne Asbill,F,59,3367.01,1.0,Commercial associate,Managers,Semi-Urban,178313.8,510.94,Y,Y,2.0,739.8891493203059,0,Rural,430,3367.01,4,Rural,1,205261.64,124819.66
C-18955,Serafina Nardone,F,26,3838.44,1.0,State servant,Core staff,Urban,158715.06,667.43,Y,Y,1.0,678.22,0,Rural,418,3838.44,1,Rural,1,220850.72,103164.79
C-41275,Samantha Lou,F,24,2443.72,1.0,Commercial associate,Laborers,Urban,40741.73,192.92,Y,Y,1.0,621.75,0,Urban,45,2443.72,3,Urban,0,65714.11,0.0
C-38624,Pauletta Fausto,F,56,2581.09,1.0,State servant,Core staff,Semi-Urban,145688.34,439.16,Y,Y,3.0,777.84,0,Semi-Urban,768,2581.09,2,Semi-Urban,1,257195.53,101981.84
C-48075,Clarinda Burger,F,21,1274.2,1.0,State servant,Medicine staff,Semi-Urban,40390.04,179.61,N,N,1.0,841.49,0,Semi-Urban,983,1274.2,3,Semi-Urban,1,54667.67,0.0
C-30692,Bette Carnell,F,58,2194.03,1.0,Commercial associate,Accountants,Semi-Urban,49786.44,251.27,N,N,2.0,718.22,0,Rural,509,2194.03,2,Rural,1,84963.79,32361.19
C-1743,Neville Pavlik,M,29,2183.62,1.0,Working,Laborers,Rural,88612.59,461.42,N,N,3.0,700.83,0,Semi-Urban,596,2183.62,4,Semi-Urban,1,153053.87,62028.81
C-4312,Phung Yokota,M,51,1302.24,1.0,Working,Sales staff,Semi-Urban,27492.39,124.69,N,Y,3.0,729.93,0,Rural,352,1302.24,1,Rural,1,51833.6,17870.05
C-42053,Granville Range,F,61,1362.3,1.0,Working,Accountants,Semi-Urban,30540.54,216.58,N,Y,2.0,865.87,0,Rural,273,1362.3,4,Rural,1,51295.67,22905.4
C-15420,Enola Hanna,M,39,2223.085,1.0,Commercial associate,Laborers,Semi-Urban,15652.33,141.25,Y,Y,4.0,743.49,0,Semi-Urban,343,2223.81,1,Semi-Urban,1,26325.99,10174.01
C-10583,Vita Lawry,M,53,2981.94,1.0,Commercial associate,Laborers,Semi-Urban,65261.57,323.39,N,Y,2.0,868.02,0,Urban,174,2981.94,4,Urban,1,95776.45,48946.18
C-46550,Sybil Minear,F,52,2645.67,1.0,Working,Accountants,Rural,138745.89,587.76,Y,N,2.0,652.37,0,Urban,363,2645.67,2,Urban,0,190522.71,0.0
C-8363,Kelsie Southworth,M,18,2980.76,1.0,Commercial associate,Sales staff,Urban,123802.4,632.63,N,N,2.253141046651371,708.47,0,Urban,639,2980.76,4,Urban,1,207164.5,86661.68
C-47105,Pauletta Delapaz,M,64,3020.98,1.0,State servant,Managers,Semi-Urban,103147.72,473.58,Y,Y,2.0,873.04,0,Urban,60,3020.98,4,Urban,0,123894.27,103147.72
C-49984,Lavern Tank,M,62,2443.32,1.0,Working,Sales staff,Semi-Urban,72184.37,385.5,Y,Y,2.0,688.12,0,Semi-Urban,188,2443.32,3,Semi-Urban,1,103639.0,0.0
C-44765,Lynn Trull,M,47,2054.61,1.0,Working,Sales staff,Urban,76828.62,435.49,Y,Y,3.0,812.67,0,Rural,97,2054.61,1,Rural,0,111504.91,0.0
C-8234,Mechelle Mayers,F,61,3829.07,1.0,Commercial associate,Accountants,Urban,52596.45,303.06,N,N,2.253141046651371,856.99,0,Urban,670,3829.07,3,Urban,1,77117.25,42077.16
C-21911,Krystin Cantor,M,18,2420.74,1.0,Working,Sales staff,Semi-Urban,181985.13,537.24,N,Y,2.253141046651371,824.51,0,Urban,901,2420.74,1,Urban,1,200599.26,136488.85
C-30284,Sadie Resto,F,25,2854.74,1.0,Commercial associate,Drivers,Semi-Urban,23447.13,281.75,Y,Y,4.0,755.56,0,Urban,619,2854.74,4,Urban,1,33899.78,16412.99
C-4649,Carmelo Garnica,F,18,2437.44,1.0,Commercial associate,Laborers,Semi-Urban,21375.71,121.7,N,Y,3.0,645.53,0,Semi-Urban,631,2437.44,3,Semi-Urban,1,32235.4,0.0
C-29892,Alma Stephens,M,41,1516.85,1.0,Working,Laborers,Semi-Urban,67496.73,185.48,Y,N,3.0,739.8891493203059,0,Rural,814,1516.85,2,Rural,1,118187.93,50622.55
C-28257,Roxy Gaston,F,18,2509.21,1.0,Working,Laborers,Rural,34969.96,269.33,Y,N,2.253141046651371,739.8891493203059,0,Urban,741,2509.21,2,Urban,1,59745.58,24478.97
C-2674,Cedrick Luther,F,27,2738.3,1.0,Commercial associate,Laborers,Semi-Urban,40607.93,425.73,N,Y,3.0,739.8891493203059,0,Semi-Urban,577,2738.3,3,Semi-Urban,1,-999.0,28425.55
C-20100,Mervin Starnes,F,22,2723.57,1.0,Commercial associate,Core staff,Semi-Urban,116751.89,443.93,N,N,3.0,755.63,0,Semi-Urban,908,2723.57,3,Semi-Urban,1,185976.75,93401.51
C-19921,Xavier Jeffreys,M,23,1874.51,1.0,Working,Sales staff,Semi-Urban,58601.27,315.96,N,N,3.0,827.01,0,Semi-Urban,332,1874.51,3,Semi-Urban,1,85125.5,41020.89
C-26337,Nilda Davey,F,55,2177.2,1.0,Commercial associate,High skill tech staff,Semi-Urban,74209.89,345.57,Y,Y,2.253141046651371,829.06,0,Semi-Urban,443,2177.2,2,Semi-Urban,1,110343.3,59367.91
C-9497,Christiana Steffens,F,37,2173.06,1.0,Working,Cooking staff,Semi-Urban,179727.43,709.02,N,Y,4.0,739.8891493203059,0,Semi-Urban,678,2173.06,1,Semi-Urban,1,312012.13,116822.83
C-26983,Sherwood Kenney,M,32,2570.82,1.0,Working,Cooking staff,Semi-Urban,89601.05,429.93,Y,Y,2.0,774.84,0,Semi-Urban,598,2223.81,2,Semi-Urban,1,159770.62,67200.79
C-34670,Jeanice Winton,F,21,3914.97,1.0,Working,Laborers,Semi-Urban,116092.5,574.54,N,Y,2.0,681.22,0,Semi-Urban,745,3914.97,4,Semi-Urban,1,179470.9,75460.12
C-6823,Azucena Woodrow,M,45,2223.085,1.0,Commercial associate,Realty agents,Semi-Urban,23083.63,179.04,N,Y,2.0,737.7,0,Semi-Urban,577,2223.81,3,Semi-Urban,1,36372.98,16158.54
C-27769,Narcisa Sutherlin,F,27,1118.71,1.0,Commercial associate,Laborers,Semi-Urban,57281.52,164.62,Y,N,1.0,674.85,0,Urban,867,1118.71,1,Urban,1,103372.14,37232.99
C-22192,Solange Sheahan,M,48,3867.67,1.0,Working,Laborers,Semi-Urban,140690.9,537.63,Y,Y,2.0,635.79,0,Rural,887,3867.67,1,Rural,1,205882.3,0.0
C-22099,Arlen Rosol,M,48,1930.53,1.0,Working,Cleaning staff,Urban,194108.43,606.94,N,Y,2.0,838.55,0,Rural,417,1930.53,3,Rural,1,263700.74,145581.32
C-27997,Candy Grantham,M,18,2223.085,1.0,Working,Managers,Semi-Urban,17404.73,114.6,N,N,1.0,620.17,0,Rural,405,2223.81,4,Rural,1,24300.48,0.0
C-42086,Jacquetta Homan,M,44,1008.04,1.0,Commercial associate,Sales staff,Semi-Urban,18697.83,141.45,Y,N,2.0,603.29,0,Rural,486,1008.04,4,Rural,1,30797.33,0.0
C-27874,Phung Bichrest,M,60,1777.31,1.0,Working,Low-skill Laborers,Rural,163944.81,479.86,Y,N,2.253141046651371,653.38,0,Semi-Urban,729,1777.31,1,Semi-Urban,1,279780.58,106564.13
C-19985,Glenda Benningfield,M,55,2648.45,1.0,Working,Sales staff,Semi-Urban,106900.35,440.04,N,Y,1.0,678.3,0,Urban,804,2648.45,2,Urban,1,170409.25,74830.24
C-29976,Walter Guidroz,F,59,2350.05,1.0,Working,Core staff,Semi-Urban,61546.92,350.95,N,Y,2.0,855.47,0,Semi-Urban,250,2350.05,4,Semi-Urban,1,101548.86,49237.54
C-21567,Azzie Hunley,F,20,2470.33,1.0,Working,High skill tech staff,Semi-Urban,88937.76,733.4,N,Y,2.0,790.18,0,Rural,276,2470.33,4,Rural,1,164972.78,66703.32
C-22439,Renata Fifield,M,37,2797.34,1.0,State servant,Core staff,Rural,177827.29,518.79,Y,Y,1.0,680.69,0,Rural,119,2797.34,2,Rural,1,250511.15,124479.1
C-9499,Vannesa Mattinson,F,24,1434.13,1.0,Working,Managers,Semi-Urban,71845.65,322.69,Y,Y,4.0,832.08,0,Rural,46,1434.13,2,Rural,1,119303.1,53884.24
