Customer ID,Name,Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property ID,Property Age,Property Type,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD),Loan_Approved
C-3484,Nakita Neihoff,M,44,3466.88,Low,Working,Laborers,Semi-Urban,161020.8,700.37,N,Y,2.0,788.67,0,Active,363,3466.88,2,Urban,1,194231.61,128816.64,1
C-14476,Adrianna Wanner,F,60,3462.78,High,Pensioner,Laborers,Semi-Urban,91715.54,271.26,Y,N,2.0,873.28,0,Active,379,3462.78,1,Rural,0,110304.39,68786.66,1
C-36326,Arielle Rieke,M,37,1631.16,Low,Commercial associate,Laborers,Semi-Urban,53926.02,159.06,N,N,3.0,652.46,0,Active,196,1631.16,2,Rural,1,93484.83,35051.91,1
C-15925,Chantel Abdalla,M,23,1970.12,Low,Working,Laborers,Semi-Urban,45332.69,295.74,N,N,1.0,655.33,0,Unpossessed,578,1970.12,4,Rural,1,68462.61,31732.88,1
C-6086,Walter Hipps,F,65,911.24,High,Pensioner,Laborers,Rural,31484.72,176.33,N,Y,2.0,851.02,0,Active,378,911.24,2,Rural,1,57401.5,23613.54,1
C-36250,Lakendra Shoultz,M,64,1857.54,Low,Working,Laborers,Rural,82812.81,373.03,N,N,2.0,640.74,1,Inactive,402,1857.54,4,Semi-Urban,1,111218.06,0.0,0
C-1989,Nena Sharlow,M,18,1098.18,Low,Working,Laborers,Semi-Urban,77512.02,346.47,N,Y,2.0,668.87,0,Inactive,984,1098.18,3,Semi-Urban,1,129330.82,50382.81,1
C-46812,Lavern Tome,M,19,1385.55,Low,Working,Laborers,Semi-Urban,39445.27,233.36,N,N,1.0,746.84,0,Active,441,1385.55,4,Rural,0,65250.01,0.0,0
C-12636,Ted Heindel,M,65,2662.74,High,Pensioner,Laborers,Semi-Urban,126470.1,407.09,N,Y,1.0,774.11,0,Inactive,342,2662.74,1,Urban,1,205775.77,94852.58,1
C-28632,Bulah Polen,F,34,2940.62,Low,State servant,Core staff,Urban,37359.33,191.58,N,Y,2.0,842.73,0,Active,36,2940.62,2,Semi-Urban,1,58296.16,29887.46,1
C-42891,Kera Twiford,F,56,1208.54,Low,Working,Drivers,Semi-Urban,34278.64,199.7,N,Y,2.0,694.28,0,Active,537,1208.54,2,Urban,0,57338.99,0.0,0
C-23237,Kyung Elem,F,43,1935.49,Low,Working,Private service staff,Semi-Urban,109313.69,459.13,N,Y,2.0,650.39,0,Active,31,1935.49,1,Urban,1,143224.2,76519.58,1
C-38836,Kenny Lover,F,46,824.0,Low,Working,Laborers,Semi-Urban,28762.4,173.77,Y,Y,2.0,770.16,1,Active,6,824.0,2,Rural,1,54258.63,23009.92,1
C-14804,Franklin Litz,F,18,1497.23,Low,Commercial associate,Low-skill Laborers,Semi-Urban,30847.01,148.33,N,N,3.0,594.84,0,Active,819,1497.23,1,Urban,0,56421.47,0.0,0
C-34722,Lenita Tijerina,F,64,2534.74,Low,Commercial associate,Managers,Rural,130784.86,632.41,N,Y,2.0,791.81,0,Active,113,2534.74,3,Urban,1,169766.07,98088.64,1
C-14777,Milagros Degraffenreid,F,18,3089.34,Low,Working,Laborers,Urban,81979.03,395.75,Y,Y,2.0,652.28,0,Unpossessed,185,3089.34,1,Urban,1,101688.7,53286.37,1
C-5579,Valentina Postma,F,25,2222.435,Low,Working,Sales staff,Semi-Urban,67406.4,339.62,N,Y,3.0,713.59,0,Inactive,917,2223.25,4,Urban,1,98777.13,43814.16,1
C-8332,Lorinda Vitolo,F,59,997.39,Low,Working,Core staff,Semi-Urban,26045.14,137.21,N,Y,2.0,739.82,0,Unpossessed,726,997.39,3,Urban,1,46802.31,19533.86,1
C-21751,Silvana Jerome,F,65,3320.45,High,Pensioner,Laborers,Semi-Urban,93722.31,320.44,Y,Y,2.0,805.44,1,Unpossessed,724,3320.45,3,Semi-Urban,1,134052.11,65605.62,1
C-35893,Andrea Abbott,M,26,1272.64,Low,Working,Sales staff,Semi-Urban,27915.27,132.96,N,Y,1.0,673.66,0,Unpossessed,460,1272.64,4,Rural,1,39834.37,19540.69,1
C-18585,Jamey Williamson,M,58,2222.435,Low,Working,Drivers,Rural,31073.48,214.31,N,Y,2.0,658.98,1,Active,519,2223.25,1,Semi-Urban,1,39487.19,20197.76,1
C-19316,Guy Albin,M,54,2222.435,Low,Working,Sales staff,Semi-Urban,24805.62,125.15,Y,Y,2.0,675.64,0,Active,461,2223.25,4,Rural,1,44287.49,17363.93,1
C-36434,Araceli Keitt,M,44,2030.99,Low,State servant,Laborers,Semi-Urban,26802.03,138.45,N,N,2.0,688.22,0,Inactive,39,2030.99,1,Rural,1,36179.99,17421.32,1
C-49612,Lesli Grasso,F,44,993.21,Low,Working,Core staff,Semi-Urban,26814.58,126.58,N,N,1.0,679.23,0,Active,932,993.21,2,Urban,1,36037.73,0.0,0
C-7640,Jacquetta Harsh,F,28,3492.47,Low,Working,Security staff,Semi-Urban,94213.04,360.24,N,Y,1.0,639.03,0,Unpossessed,513,3492.47,4,Urban,1,172745.34,0.0,0
C-41014,Alyson Montoya,M,38,2289.23,Low,Commercial associate,Laborers,Semi-Urban,87458.42,218.35,Y,N,1.0,615.21,0,Active,970,2289.23,1,Urban,1,129017.76,0.0,0
C-27673,Dorothy Beauchesne,M,47,2898.53,Low,State servant,Accountants,Semi-Urban,37650.79,230.72,Y,Y,5.0,784.91,0,Active,93,2898.53,2,Semi-Urban,1,42259.04,26355.55,1
C-3270,Kyla Costillo,M,60,3647.48,Low,Working,Accountants,Semi-Urban,92025.17,271.1,N,Y,2.0,758.65,0,Active,6,3647.48,2,Rural,1,119475.01,69018.88,1
C-43455,Darlena Lamantia,F,59,1622.56,Low,Working,Sales staff,Semi-Urban,111344.39,339.39,N,N,2.0,753.71,1,Active,356,1622.56,4,Semi-Urban,1,193871.13,0.0,0
C-4766,Melinda Deschamp,M,27,2222.435,Low,Working,Sales staff,Semi-Urban,61649.37,500.62,N,Y,1.0,768.21,0,Inactive,92,2223.25,4,Rural,1,91110.67,43154.56,1
C-3230,Nova Tallmadge,M,65,1815.74,High,Pensioner,Laborers,Semi-Urban,96950.29,478.46,N,Y,2.0,739.82,0,Unpossessed,644,1815.74,3,Semi-Urban,0,107850.7,77560.23,1
C-14037,Latoyia Adkins,M,29,2915.93,Low,State servant,Core staff,Urban,68159.89,451.18,N,N,2.0,739.82,0,Inactive,313,2915.93,3,Urban,1,75697.92,47711.92,1
C-45848,Dulcie Borges,F,57,1535.99,Low,Working,Laborers,Semi-Urban,37827.74,326.07,N,N,1.0,797.94,0,Inactive,525,1535.99,1,Rural,0,60495.08,0.0,0
C-37453,Jennette Flagler,M,24,1689.23,Low,Working,Sales staff,Semi-Urban,21300.04,165.04,N,Y,2.0,683.05,0,Active,195,1689.23,1,Rural,1,28328.25,14910.03,1
C-47883,Katrina Whittier,F,65,1453.12,High,Pensioner,Laborers,Semi-Urban,105949.51,380.41,N,Y,2.0,842.11,0,Inactive,746,1453.12,4,Rural,1,122595.15,0.0,0
C-44151,Earlie Hagar,M,30,1203.13,Low,Commercial associate,Security staff,Rural,77519.11,389.48,N,N,3.0,680.74,0,Inactive,707,1203.13,3,Semi-Urban,1,118091.86,0.0,0
C-23300,Ilda Mcclean,M,33,2642.24,Low,Commercial associate,Drivers,Semi-Urban,42274.06,246.13,Y,Y,5.0,734.85,0,Unpossessed,635,2642.24,2,Rural,1,58303.74,27478.14,1
C-43739,Suzanna Byham,F,43,1037.04,Low,Working,Cooking staff,Rural,31349.22,236.88,N,N,5.0,639.02,0,Inactive,811,1037.04,3,Rural,0,52483.76,0.0,0
C-34821,Kraig Maher,F,18,1611.23,Low,Working,Laborers,Semi-Urban,34458.6,407.88,N,Y,1.0,642.77,1,Inactive,787,1611.23,2,Semi-Urban,1,65436.42,0.0,0
C-29777,Ned Cha,M,61,2045.45,High,Pensioner,Laborers,Semi-Urban,105075.67,388.42,Y,N,1.0,896.26,0,Active,185,2045.45,1,Urban,0,181330.45,84060.54,1
C-26417,Mara Mackin,M,60,1688.61,High,Pensioner,Laborers,Rural,75015.14,333.17,Y,Y,2.0,739.82,0,Active,52,1688.61,2,Rural,1,138895.43,60012.11,1
C-6654,Marilou Girard,M,58,1364.79,Low,Commercial associate,Drivers,Semi-Urban,19685.95,127.54,N,Y,3.0,701.57,0,Active,92,1364.79,4,Rural,1,26031.2,13780.16,1
C-43228,Mason Pendelton,M,28,1354.06,Low,Working,Laborers,Semi-Urban,7609.23,82.1,N,Y,4.0,637.12,0,Inactive,721,1354.06,2,Urban,0,11941.07,0.0,0
C-29440,Walter Mcgranahan,F,18,2222.435,Low,Commercial associate,Core staff,Semi-Urban,32645.54,163.1,Y,Y,2.0,608.06,0,Inactive,288,2223.25,4,Semi-Urban,0,35917.71,0.0,0
C-12746,Wes Rames,M,18,1671.81,Low,Working,Private service staff,Semi-Urban,17644.97,139.31,N,Y,2.0,721.97,0,Unpossessed,911,1671.81,3,Semi-Urban,1,23615.91,11469.23,1
C-12607,Sidney Toller,M,43,2222.435,Low,Working,Sales staff,Semi-Urban,27868.02,215.19,N,N,2.0,620.79,0,Inactive,156,2223.25,1,Semi-Urban,1,49088.98,0.0,0
C-3369,Sade Wetzler,F,64,3348.03,Low,Commercial associate,Managers,Rural,25849.09,138.06,N,Y,3.0,709.49,0,Active,500,3348.03,4,Urban,1,32998.86,18094.36,1
C-14576,Gerri Freund,M,40,2021.75,Low,Working,Medicine staff,Urban,36294.77,205.0,N,N,1.0,698.25,0,Inactive,615,2021.75,4,Urban,1,64860.26,25406.34,1
C-49894,Karlyn Diem,F,54,2809.33,Low,Working,Laborers,Semi-Urban,47711.47,233.57,Y,Y,2.0,616.26,1,Unpossessed,534,2809.33,2,Rural,1,80649.45,0.0,0
C-23834,Beatriz Strayer,F,61,1678.74,High,Pensioner,Laborers,Rural,22212.7,159.31,N,Y,2.0,739.82,0,Unpossessed,573,1678.74,3,Rural,0,34050.21,16659.53,1
C-21086,Rod Fee,F,61,2222.435,High,Pensioner,Laborers,Rural,52152.58,248.85,N,Y,2.0,818.81,1,Unpossessed,721,2223.25,2,Urban,1,72118.22,41722.06,1
C-16698,Luciano Schacherer,F,57,3128.83,Low,Working,Medicine staff,Semi-Urban,72377.75,271.71,Y,Y,2.0,868.29,1,Unpossessed,538,3128.83,3,Rural,1,123798.27,57902.2,1
C-35845,Wan Stutts,F,59,2350.57,Low,Working,Accountants,Rural,155415.53,609.91,N,Y,3.0,837.48,0,Active,950,2350.57,2,Urban,1,221160.69,108790.87,1
C-44055,Lesia Esser,F,62,3301.15,Low,Working,Managers,Semi-Urban,24914.25,186.92,Y,Y,2.0,684.0,0,Inactive,306,3301.15,1,Semi-Urban,0,44721.76,0.0,0
C-24169,Emanuel Sisler,M,31,2481.37,Low,Commercial associate,High skill tech staff,Semi-Urban,104912.22,408.34,N,Y,2.0,823.43,0,Unpossessed,499,2481.37,4,Urban,1,187588.62,83929.78,1
C-29367,Darius Granado,M,36,2222.435,Low,Working,Laborers,Semi-Urban,132263.08,500.43,N,N,1.0,646.05,1,Active,320,2223.25,3,Urban,1,250293.24,0.0,0
C-42416,Candy Byham,F,44,2038.46,Low,Working,Drivers,Semi-Urban,32246.88,359.75,Y,Y,2.0,653.3,0,Active,758,2038.46,1,Rural,1,36700.01,0.0,0
C-4327,Neoma Sisler,M,38,2851.65,Low,Working,Accountants,Semi-Urban,71229.02,286.93,N,N,2.0,739.82,0,Unpossessed,457,2851.65,2,Rural,1,105789.0,53421.76,1
C-29604,Eilene Earles,F,65,1560.02,High,Pensioner,Laborers,Semi-Urban,29648.91,306.52,N,Y,2.0,794.38,1,Active,137,1560.02,1,Semi-Urban,1,35838.91,20754.24,1
C-21705,Deborah Koss,M,45,3140.7,Low,Working,Managers,Semi-Urban,44784.94,479.22,N,Y,1.0,724.44,0,Active,765,3140.7,3,Urban,1,57788.41,29110.21,1
C-19276,Kristeen Larry,M,38,2222.435,Low,Commercial associate,Sales staff,Semi-Urban,112213.71,556.61,N,Y,2.0,814.53,0,Inactive,294,2223.25,1,Semi-Urban,1,149678.71,84160.28,1
C-17167,Silvana Funk,F,18,2222.435,Low,Commercial associate,Laborers,Semi-Urban,19207.76,66.6,N,Y,1.0,855.08,0,Active,237,2223.25,2,Semi-Urban,1,29691.19,14405.82,1
C-27713,Araceli Newhall,F,28,2719.89,Low,Commercial associate,Managers,Urban,166056.07,519.55,N,Y,2.0,856.68,1,Active,751,2719.89,3,Urban,1,227903.42,132844.86,1
C-20855,Annelle Schacherer,F,65,2222.435,High,Pensioner,Laborers,Semi-Urban,102657.52,549.18,N,Y,2.0,835.59,0,Unpossessed,98,2223.25,3,Urban,0,191179.76,76993.14,1
C-1328,Nicki Fee,F,43,2222.435,Low,Working,Laborers,Semi-Urban,44856.91,500.13,N,N,1.0,651.73,0,Inactive,243,2223.25,4,Rural,1,65079.69,29156.99,1
C-32090,Riley Chattin,F,25,1395.23,Low,Working,Laborers,Rural,38784.96,312.04,Y,Y,1.0,687.54,0,Inactive,127,1395.23,2,Rural,1,70402.77,27149.47,1
C-16638,William Gitlin,F,65,1345.33,High,Pensioner,Laborers,Semi-Urban,58719.93,166.69,N,N,1.0,792.19,0,Active,515,1345.33,4,Urban,0,89073.93,46975.94,1
C-17817,Nelly Manrique,F,31,2022.57,Low,Working,Laborers,Semi-Urban,66151.15,398.62,Y,N,1.0,619.18,0,Active,601,2022.57,3,Urban,1,98420.33,0.0,0
C-24067,Yang Byham,M,40,2256.9,Low,Working,Sales staff,Semi-Urban,56374.14,275.59,N,Y,2.0,712.26,0,Unpossessed,10,2256.9,3,Semi-Urban,1,76961.51,36643.19,1
C-43360,Lynn Hartson,M,64,2054.03,Low,Working,Sales staff,Semi-Urban,35372.65,186.98,N,N,3.0,694.72,0,Active,789,2054.03,4,Rural,0,43264.02,0.0,0
C-11845,Zaida Weeks,F,32,1917.54,Low,Commercial associate,Sales staff,Semi-Urban,110305.49,375.205,Y,Y,3.0,737.47,1,Unpossessed,828,1917.54,3,Rural,1,170604.8,71698.57,1
C-758,Palma Crosier,F,64,2383.88,High,Pensioner,Laborers,Semi-Urban,94304.67,331.76,N,N,1.0,873.72,0,Active,251,2383.88,1,Urban,0,159299.82,75443.74,1
C-1092,Candy Lurry,M,25,2222.435,Low,Commercial associate,Managers,Semi-Urban,122484.45,349.86,N,Y,2.0,708.3,0,Inactive,579,2223.25,2,Semi-Urban,1,149461.31,85739.12,1
C-40168,Su Goodloe,M,18,3068.1,Low,Commercial associate,Drivers,Rural,140088.79,403.45,N,Y,2.0,726.11,0,Unpossessed,657,3068.1,3,Semi-Urban,1,202394.0,98062.15,1
C-27508,Sherie Lamantia,F,41,2222.435,Low,Working,Laborers,Semi-Urban,7666.92,80.48,N,Y,4.0,684.14,0,Active,739,2223.25,4,Semi-Urban,1,11041.11,4983.5,1
C-7920,Lucio Degraffenreid,M,19,1276.51,Low,Working,Laborers,Semi-Urban,28108.63,129.82,N,Y,4.0,668.73,0,Unpossessed,790,1276.51,3,Rural,1,49175.43,19676.04,1
C-35516,Odessa Miskell,F,35,2779.3,Low,Working,High skill tech staff,Urban,109785.62,594.63,Y,Y,5.0,807.39,1,Inactive,202,2779.3,4,Urban,1,180786.38,82339.22,1
C-13976,Leanne Albertini,F,28,1553.34,Low,Working,Laborers,Rural,109779.19,467.07,Y,Y,5.0,720.74,0,Unpossessed,703,1553.34,1,Semi-Urban,1,129780.73,76845.43,1
C-13948,Kizzy Larose,F,18,2222.435,Low,Commercial associate,Cooking staff,Urban,87514.92,478.17,Y,N,2.0,791.23,0,Inactive,538,2223.25,3,Rural,1,101389.24,65636.19,1
C-15216,Beatriz Adan,M,18,3427.23,Low,Working,Drivers,Rural,64427.05,723.68,Y,Y,3.0,684.65,0,Unpossessed,848,3427.23,2,Semi-Urban,1,101056.16,45098.94,1
C-15937,Shaquana Hipps,M,59,2844.55,Low,Commercial associate,Core staff,Semi-Urban,131050.78,411.94,Y,Y,3.0,727.58,1,Active,722,2844.55,1,Semi-Urban,1,177418.52,85183.01,1
C-4289,Gay Bruneau,F,47,2795.43,Low,State servant,Managers,Semi-Urban,39346.8,201.28,Y,N,4.0,783.93,0,Unpossessed,755,2795.43,3,Semi-Urban,1,74328.89,27542.76,1
C-16902,Merideth Spicher,M,18,1676.6,Low,Working,Sales staff,Rural,30368.33,175.61,N,N,3.0,691.17,0,Unpossessed,225,1676.6,2,Rural,1,43019.87,21257.83,1
C-6200,Genoveva Lavelle,M,35,1755.05,Low,Working,Laborers,Rural,41417.36,215.93,Y,N,2.0,798.79,1,Inactive,386,1755.05,3,Semi-Urban,1,56623.09,31063.02,1
C-39112,Aletha Flannigan,F,64,1975.22,Low,Working,Laborers,Semi-Urban,31672.88,280.21,Y,Y,2.0,668.17,0,Inactive,886,1975.22,4,Semi-Urban,1,49795.21,22171.02,1
C-37955,Annelle Nocera,F,47,979.13,Low,Working,Cleaning staff,Semi-Urban,52872.11,250.49,N,Y,2.0,683.58,0,Active,881,979.13,3,Rural,1,75633.77,37010.48,1
C-10653,Alissa Canales,F,45,2222.435,Low,Working,Drivers,Rural,102012.88,490.26,Y,N,4.0,669.96,1,Active,104,2223.25,4,Urban,1,189237.75,71409.02,1
C-18811,Gina Domenech,M,62,681.87,High,Pensioner,Laborers,Semi-Urban,71468.48,363.55,N,Y,2.0,781.43,0,Unpossessed,787,681.87,2,Semi-Urban,0,123365.57,35209.395000000004,1
C-9588,Verna Rippel,F,45,2222.435,Low,Commercial associate,Laborers,Semi-Urban,72849.77,371.78,Y,N,1.0,690.53,0,Inactive,48,2223.25,2,Rural,1,122846.79,47352.35,1
C-19131,Annelle Rodas,M,57,1367.78,Low,Working,Security staff,Semi-Urban,62587.59,277.46,Y,Y,2.0,603.83,0,Inactive,854,1367.78,2,Rural,1,74475.7,0.0,0
C-9206,Ilda Plante,F,18,936.62,Low,Working,Drivers,Semi-Urban,86684.26,336.41,Y,N,3.0,714.54,0,Active,493,936.62,3,Rural,1,106848.86,56344.77,1
C-9731,Alan Culligan,M,65,2222.435,High,Pensioner,Laborers,Semi-Urban,75834.97,441.79,N,N,1.0,831.45,0,Inactive,827,2223.25,3,Urban,1,91827.56,56876.23,1
C-32199,Anisha Miser,M,20,1607.69,Low,Working,Laborers,Semi-Urban,41145.84,188.43,N,N,1.0,727.72,0,Unpossessed,842,1607.69,4,Rural,1,59503.79,26744.8,1
C-1108,Carina Watrous,F,27,1322.23,Low,Working,Core staff,Rural,66647.24,299.25,N,Y,2.0,777.35,0,Unpossessed,706,1322.23,2,Urban,1,86758.51,49985.43,1
C-23105,Nicki Sharlow,M,48,1678.09,Low,Working,Laborers,Semi-Urban,37662.62,426.44,N,N,2.0,727.29,0,Unpossessed,362,1678.09,4,Rural,1,64136.75,24480.7,1
C-35539,Elza Cottone,M,62,2659.67,High,Pensioner,Laborers,Semi-Urban,77419.92,269.78,N,N,1.0,855.81,0,Active,110,2659.67,2,Semi-Urban,1,130140.37,58064.94,1
C-19071,Sachiko Straw,M,41,2222.435,Low,Working,Laborers,Rural,46519.69,274.33,N,Y,2.0,715.31,0,Active,91,2223.25,3,Urban,1,52888.64,32563.78,1
C-35578,Janel Dewolf,M,18,2462.42,Low,Working,Core staff,Semi-Urban,42179.89,302.85,Y,Y,4.0,840.04,0,Inactive,85,2462.42,2,Urban,1,64347.9,31634.92,1
C-29832,Torri Luth,M,53,2100.74,Low,State servant,Accountants,Semi-Urban,67545.07,240.26,N,Y,2.0,800.16,0,Unpossessed,529,2223.25,4,Urban,1,111736.29,54036.06,1
C-24593,Maudie Vidrio,F,65,1826.46,High,Pensioner,Laborers,Semi-Urban,120926.92,438.84,N,Y,1.0,739.82,0,Active,376,1826.46,4,Semi-Urban,1,166400.45,84648.84,1
C-17155,Palma Shook,M,18,2222.435,Low,State servant,Core staff,Rural,136756.06,628.37,Y,N,4.0,821.86,0,Unpossessed,793,2223.25,1,Rural,1,251012.63,109404.85,1
C-25463,Bette Postma,M,18,1650.46,Low,Commercial associate,Laborers,Semi-Urban,43949.29,142.07,Y,Y,2.0,727.78,0,Inactive,775,1650.46,2,Urban,1,55699.88,30764.5,1
C-47023,William Beaulieu,M,56,1341.67,Low,Working,High skill tech staff,Semi-Urban,24553.43,141.44,N,Y,2.0,685.01,1,Active,72,1341.67,2,Semi-Urban,1,45527.13,0.0,0
C-45192,Shaquana Paredez,M,58,1212.06,Low,Commercial associate,Laborers,Semi-Urban,25914.56,261.83,N,Y,1.0,645.11,1,Active,772,1212.06,4,Rural,1,48216.93,0.0,0
C-6575,Gina Ellenwood,M,39,1845.49,Low,Working,Low-skill Laborers,Rural,28262.98,139.95,N,Y,3.0,669.66,0,Unpossessed,492,1845.49,3,Urban,1,45545.62,19784.09,1
C-17899,Shawanda Mchargue,M,46,1328.61,Low,Commercial associate,Private service staff,Semi-Urban,83898.46,398.03,N,Y,4.0,698.54,1,Unpossessed,821,1328.61,4,Rural,1,102282.62,54534.0,1
C-7037,Genoveva Gordillo,F,45,865.41,Low,Working,High skill tech staff,Semi-Urban,53154.33,216.29,N,Y,3.0,783.98,0,Unpossessed,17,865.41,3,Semi-Urban,1,92140.79,42523.46,1
C-28829,Vera Leininger,F,59,2222.435,Low,Working,Core staff,Semi-Urban,121052.66,647.7,N,Y,2.0,649.11,1,Unpossessed,80,2223.25,1,Semi-Urban,0,180666.86,0.0,0
C-36396,Evelyne Rickman,M,56,2819.71,Low,Working,Laborers,Rural,81955.97,311.89,Y,Y,2.0,680.41,0,Unpossessed,331,2819.71,2,Urban,1,149134.84,57369.18,1
C-15078,Laurette Allsup,M,18,1813.77,Low,Working,Sales staff,Semi-Urban,71220.19,692.22,N,Y,3.0,750.06,0,Unpossessed,407,1813.77,2,Semi-Urban,1,134313.15,35209.395000000004,1
C-16862,Maudie Creamer,F,41,2030.25,Low,Working,Drivers,Semi-Urban,127074.43,380.73,Y,Y,2.0,621.71,0,Active,824,2030.25,1,Urban,0,188227.44,0.0,0
C-13150,Keva Eisele,M,36,1587.5,Low,Working,Laborers,Rural,77594.57,254.94,N,N,2.0,794.74,0,Active,938,1587.5,2,Rural,1,138424.01,58195.93,1
C-17808,Kelsie Asbill,F,34,930.65,Low,Working,Laborers,Semi-Urban,147198.51,431.84,Y,Y,2.0,773.41,0,Active,260,930.65,2,Semi-Urban,1,238443.3,103038.96,1
C-48420,Nelly Priester,F,55,1823.02,Low,Working,Core staff,Semi-Urban,164010.97,434.33,Y,N,5.0,724.22,0,Inactive,928,1823.02,4,Rural,0,271574.48,0.0,0
C-47297,Lavern Bolles,F,19,2240.9,Low,Working,Laborers,Semi-Urban,145378.63,437.24,N,Y,2.0,646.61,1,Unpossessed,976,2240.9,4,Rural,1,256683.71,0.0,0
C-18523,Aaron Samms,M,50,2677.06,Low,Commercial associate,Core staff,Semi-Urban,165826.3,636.79,N,N,5.0,649.1,0,Active,673,2677.06,2,Rural,1,227969.6,0.0,0
C-18174,Herbert Weiler,F,56,1388.99,Low,Working,Laborers,Semi-Urban,67783.35,529.92,N,N,3.0,701.27,0,Active,319,1388.99,1,Semi-Urban,1,80305.66,47448.34,1
C-14103,Georgette Millener,F,34,2222.435,Low,Working,Drivers,Semi-Urban,130726.73,507.81,Y,Y,3.0,610.43,0,Active,308,2223.25,4,Semi-Urban,0,147631.87,0.0,0
C-48026,Xavier Cardwell,M,42,2787.65,Low,Commercial associate,Sales staff,Semi-Urban,41759.51,475.12,Y,N,3.0,781.68,0,Unpossessed,764,2787.65,1,Urban,0,76944.81,0.0,0
C-5459,Yang Arnott,F,63,2222.435,Low,Working,Accountants,Urban,64916.81,303.65,Y,Y,4.0,820.76,0,Inactive,698,2223.25,4,Urban,1,75311.08,51933.45,1
C-40349,Bulah Andrews,M,42,1002.43,Low,Working,High skill tech staff,Rural,32556.81,255.85,N,N,1.0,665.88,0,Active,128,1002.43,1,Rural,1,47694.56,22789.77,1
C-4313,Brittaney Schuman,F,58,2446.91,Low,Commercial associate,Managers,Rural,121564.41,388.79,N,Y,1.0,811.91,0,Inactive,44,2446.91,1,Urban,1,154407.37,97251.53,1
C-22974,Glendora Kenney,M,53,2293.9,Low,Working,Drivers,Rural,19214.21,122.92,Y,N,3.0,589.77,0,Active,479,2293.9,4,Semi-Urban,1,35172.64,0.0,0
C-26261,Kathey Sabol,M,42,2222.435,Low,Working,Realty agents,Semi-Urban,75992.65,408.73,N,Y,1.0,656.0,0,Active,411,2223.25,2,Rural,1,96359.35,49395.22,1
C-35017,Serafina Centers,F,65,1123.46,High,Pensioner,Laborers,Semi-Urban,45096.67,315.75,N,Y,2.0,840.45,0,Unpossessed,964,1123.46,3,Rural,0,83049.81,36077.34,1
C-5216,Eufemia Ybarbo,F,24,1213.99,Low,Commercial associate,Sales staff,Semi-Urban,26149.12,124.67,Y,Y,2.0,719.93,0,Active,365,1213.99,3,Semi-Urban,1,29412.59,18304.38,1
C-39269,Teri Alanis,M,50,2724.84,Low,Commercial associate,Laborers,Semi-Urban,63199.75,345.89,N,Y,4.0,630.43,0,Active,797,2724.84,2,Semi-Urban,0,113431.59,0.0,0
C-20336,Patrick Garraway,F,34,2426.79,Low,Commercial associate,Laborers,Semi-Urban,65433.69,297.68,Y,Y,2.0,757.72,0,Active,185,2426.79,1,Urban,1,108343.99,49075.27,1
C-38074,Luetta Brenton,M,29,3438.9,Low,Working,Sales staff,Semi-Urban,167375.01,608.43,N,Y,3.0,750.55,0,Inactive,333,3438.9,3,Urban,1,268717.92,133900.01,1
C-30302,Sol Constance,F,18,2431.93,Low,Commercial associate,Laborers,Semi-Urban,89063.15,403.23,N,Y,3.0,726.7,0,Unpossessed,197,2431.93,3,Semi-Urban,1,167707.58,57891.05,1
C-32909,Jeanine Tramel,M,22,1989.4,Low,Working,Realty agents,Rural,48613.85,232.21,N,Y,3.0,709.77,0,Inactive,543,1989.4,2,Semi-Urban,1,80869.13,34029.7,1
C-47317,Glenda Saraiva,F,28,1311.06,Low,Working,Laborers,Semi-Urban,50270.7,301.11,N,Y,2.0,792.07,0,Unpossessed,754,1311.06,4,Semi-Urban,0,65886.22,0.0,0
C-27407,Kena Mcentire,F,58,1214.93,Low,Working,Sales staff,Semi-Urban,24196.4,131.93,N,N,2.0,739.82,0,Inactive,843,1214.93,2,Urban,1,33255.09,18147.3,1
C-46380,Aaron Freund,M,60,3258.15,High,Pensioner,Laborers,Rural,129111.42,406.46,N,Y,1.0,858.58,0,Active,190,3258.15,3,Rural,1,224437.52,103289.14,1
C-18139,Dusty Ardoin,F,37,3411.82,Low,Commercial associate,Accountants,Semi-Urban,127792.5,360.27,Y,Y,2.0,770.24,0,Inactive,189,3411.82,3,Urban,1,204980.04,102234.0,1
C-35873,Trish Scroggins,F,48,2383.13,Low,Working,Laborers,Semi-Urban,97890.25,465.94,N,Y,2.0,763.91,0,Inactive,330,2383.13,1,Rural,1,107731.43,68523.18,1
C-1816,Sharri Scull,M,26,1363.2,Low,Working,Laborers,Semi-Urban,110952.73,564.44,N,Y,2.0,667.3,0,Inactive,496,1363.2,1,Rural,1,209353.62,72119.27,1
C-6899,Glenda Alverson,M,18,1931.42,Low,Commercial associate,Accountants,Rural,23054.82,375.205,N,N,3.0,739.82,0,Inactive,200,1931.42,1,Urban,1,32068.05,16138.37,1
C-14912,Jeanine Addington,F,32,2225.07,Low,Working,Laborers,Rural,39229.73,349.69,Y,Y,3.0,625.61,1,Active,1,2225.07,1,Urban,1,71769.15,0.0,0
